,Mutation Value,Disease Implicated,Count
3737,G->A,"Congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies, type A3, Retinitis pigmentosa 76",1
3738,G->A,"Congenital muscular dystrophy-dystroglycanopathy with mental retardation, type B3, Limb-girdle muscular dystrophy-dystroglycanopathy, type C3, not provided",1
3739,G->A,Congenital myasthenic syndrome,3
3740,G->A,Congenital myasthenic syndrome 12,2
3741,G->A,"Congenital myasthenic syndrome 1B, fast-channel",1
3742,G->A,Congenital myopathy with fiber type disproportion,1
3743,G->A,"Congenital myopathy with fiber type disproportion, not provided",1
3744,G->A,Congenital sensory neuropathy with selective loss of small myelinated fibers,1
3745,G->A,"Congenital stationary night blindness, autosomal dominant 1",1
3746,G->A,"Congenital stationary night blindness, autosomal dominant 3",1
3747,G->A,Coproporphyria,4
3748,G->A,"Cortical dysplasia, complex, with other brain malformations 2, not provided",1
3749,G->A,Cortisone reductase deficiency 1,2
3750,G->A,Cowden syndrome 5,4
3751,G->A,Cranioectodermal dysplasia 1,1
3752,G->A,"Cranioectodermal dysplasia 2, Short rib polydactyly syndrome 5",2
3753,G->A,"Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome",1
3754,G->A,"Crigler Najjar syndrome, type 1",1
3755,G->A,"Cryptorchidism, Renal agenesis, Unilateral renal agenesis, Cleft palate, Sensorineural hearing loss, Strabismus, Autistic disorder of childhood onset, Delayed speech and language development, Abnormality of the sternum, Rib fusion, Severe visual impairment, Global developmental delay, Pulmonic stenosis, Scoliosis, Bilateral cleft lip and palate, Hemivertebrae, Relative macrocephaly, Bilateral cleft lip, Bilateral cleft palate",1
3756,G->A,Cystinuria,2
3757,G->A,DEVELOPMENTAL DELAY AND SEIZURES WITH OR WITHOUT MOVEMENT ABNORMALITIES,1
3758,G->A,DFNA 2 Nonsyndromic Hearing Loss,3
3759,G->A,"DFNA 2 Nonsyndromic Hearing Loss, Nonsyndromic hearing loss and deafness",1
3760,G->A,Deafness,1
3761,G->A,"Deafness, autosomal recessive 32",1
3762,G->A,"Deafness, autosomal recessive 42",2
3763,G->A,"Deafness, autosomal recessive 6",1
3764,G->A,"Deafness, autosomal recessive 9",7
3765,G->A,"Deafness, autosomal recessive 9, Nonsyndromic hearing loss and deafness, not provided",2
3766,G->A,"Deafness, autosomal recessive 9, not provided",1
3767,G->A,"Deafness, without vestibular involvement, autosomal dominant",1
3768,G->A,Deficiency of ferroxidase,2
3769,G->A,Deficiency of iodide peroxidase,3
3770,G->A,Deficiency of pyrroline-5-carboxylate reductase,1
3771,G->A,Deficiency of xanthine oxidase,2
3772,G->A,"Delayed speech and language development, Hypothyroidism, Primary hypothyroidism, Failure to thrive, Chronic diarrhea, Bronchiectasis, Short stature, Severe T-cell immunodeficiency, Combined immunodeficiency, Chronic oral candidiasis, Liver abscess, Cognitive impairment, Mycobacterial and viral infections, susceptibility to, autosomal recessive, Immunodeficiency 31C, Immunodeficiency 31a",1
3773,G->A,"Dendritic cell, monocyte, B lymphocyte, and natural killer lymphocyte deficiency",1
3774,G->A,"Dermatitis, atopic, 2, susceptibility to, Ichthyosis vulgaris, Dermatitis, atopic, 2, not provided",1
3775,G->A,Desmosterolosis,1
3776,G->A,Diamond-Blackfan anemia 8,1
3777,G->A,"Diarrhea 5, with tufting enteropathy, congenital",3
3778,G->A,Dilated cardiomyopathy 1A,1
3779,G->A,Dilated cardiomyopathy 1G,2
3780,G->A,"Dilated cardiomyopathy 1G, not provided",1
3781,G->A,Distal arthrogryposis type 5D,1
3782,G->A,"Distal arthrogryposis type 5D, not provided",2
3783,G->A,Distal myopathy Markesbery-Griggs type,3
3784,G->A,"Distal spinal muscular atrophy, autosomal recessive 4, Charcot-Marie-Tooth disease, recessive intermediate c",1
3785,G->A,Donnai Barrow syndrome,2
3786,G->A,Dowling-degos disease 4,1
3787,G->A,"Doyne honeycomb retinal dystrophy, Malattia leventinese, not provided",1
3788,G->A,Duane syndrome type 2,3
3789,G->A,Ductal breast carcinoma,1
3790,G->A,Dysferlinopathy,1
3791,G->A,"Dysferlinopathy, not provided",1
3792,G->A,Dyskeratosis congenita autosomal dominant,1
3793,G->A,Dystonia 16,1
3794,G->A,"Dystonia 2, torsion, autosomal recessive",1
3795,G->A,"Dystonia 9, GLUT1 deficiency syndrome 2, GLUT1 deficiency syndrome 1, autosomal recessive, Epilepsy, idiopathic generalized, susceptibility to, 12, GLUT1 deficiency syndrome 1, not provided",1
3796,G->A,"Dystonia 9, not provided",1
3797,G->A,Dystrophic epidermolysis bullosa,2
3798,G->A,"ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT",1
3799,G->A,"EHLERS-DANLOS SYNDROME, NONVASCULAR VARIANT",1
3800,G->A,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 69, not provided",1
3801,G->A,"EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 3",1
3802,G->A,Early T cell progenitor acute lymphoblastic leukemia,1
3803,G->A,Early infantile epileptic encephalopathy,3
3804,G->A,Early infantile epileptic encephalopathy 11,3
3805,G->A,"Early infantile epileptic encephalopathy 62, not provided",1
3806,G->A,"Ectodermal dysplasia 10a, hypohidrotic/hair/tooth type, autosomal dominant, Autosomal recessive hypohidrotic ectodermal dysplasia syndrome, Autosomal dominant hypohidrotic ectodermal dysplasia, not provided",1
3807,G->A,"Ectodermal dysplasia 11b, hypohidrotic/hair/tooth type, autosomal recessive",1
3808,G->A,"Ectodermal dysplasia 11b, hypohidrotic/hair/tooth type, autosomal recessive, Autosomal recessive hypohidrotic ectodermal dysplasia syndrome",1
3809,G->A,Ectodermal dysplasia-syndactyly syndrome 1,2
3810,G->A,"Ectopia lentis, isolated autosomal recessive",1
3811,G->A,"Ehlers-Danlos syndrome, hydroxylysine-deficient",1
3812,G->A,"Ehlers-Danlos syndrome, type 4",173
3813,G->A,"Ehlers-Danlos syndrome, type 4, Cardiovascular phenotype",3
3814,G->A,"Ehlers-Danlos syndrome, type 4, Cardiovascular phenotype, not provided",1
3815,G->A,"Ehlers-Danlos syndrome, type 4, Thoracic aortic aneurysm and aortic dissection, not provided",1
3816,G->A,"Ehlers-Danlos syndrome, type 4, not provided",6
3817,G->A,Eichsfeld type congenital muscular dystrophy,4
3818,G->A,"Eichsfeld type congenital muscular dystrophy, Congenital myopathy with fiber type disproportion, not provided",1
3819,G->A,"Eichsfeld type congenital muscular dystrophy, not provided",1
3820,G->A,"Elevated serum creatine phosphokinase, Limb-girdle muscular dystrophy, type 1C, not provided",1
3821,G->A,"Elevated serum creatine phosphokinase, Long QT syndrome, Rippling muscle disease 2, Limb-girdle muscular dystrophy, type 1C, Distal myopathy, Tateyama type, not provided",1
3822,G->A,Elliptocytosis 2,2
3823,G->A,"Emery-Dreifuss muscular dystrophy 7, autosomal dominant",1
3824,G->A,"Encephalopathy, familial, with neuroserpin inclusion bodies",2
3825,G->A,"Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy",1
3826,G->A,"Endplate acetylcholinesterase deficiency, not provided",2
3827,G->A,"Epidermal nevus, Noonan syndrome 1",1
3828,G->A,"Epidermolysis bullosa dystrophica inversa, autosomal recessive",1
3829,G->A,"Epidermolysis bullosa pruriginosa, autosomal recessive, not provided",1
3830,G->A,"Epidermolysis bullosa, pretibial, autosomal recessive",1
3831,G->A,"Epilepsy, familial focal, with variable foci 2",2
3832,G->A,"Epilepsy, idiopathic generalized, susceptibility to, 12, not provided",1
3833,G->A,"Epilepsy, nocturnal frontal lobe, type 3",1
3834,G->A,"Epileptic encephalopathy, early infantile, 23",1
3835,G->A,"Epileptic encephalopathy, early infantile, 32, not provided",1
3836,G->A,"Epileptic encephalopathy, early infantile, 38, ARV1-related condition",1
3837,G->A,"Epileptic encephalopathy, early infantile, 44",3
3838,G->A,"Epileptic encephalopathy, early infantile, 50",1
3839,G->A,"Epileptic encephalopathy, early infantile, 54",1
3840,G->A,"Episodic pain syndrome, familial, 3",1
3841,G->A,"Erythrocytosis, familial, 4",1
3842,G->A,Erythrokeratodermia variabilis,1
3843,G->A,Erythrokeratodermia variabilis et progressiva 2,2
3844,G->A,FLNB-Related Disorders,2
3845,G->A,Factor H deficiency,1
3846,G->A,Factor V deficiency,3
3847,G->A,Familial acne inversa 1,2
3848,G->A,"Familial amyloid nephropathy with urticaria AND deafness, Chronic infantile neurological, cutaneous and articular syndrome, Cryopyrin associated periodic syndrome, Familial cold urticaria, not provided",1
3849,G->A,Familial benign pemphigus,2
3850,G->A,Familial cancer of breast,2
3851,G->A,"Familial cancer of breast, Hereditary cancer-predisposing syndrome",2
3852,G->A,"Familial cancer of breast, Hereditary cancer-predisposing syndrome, Triple-Negative Breast Cancer Finding, not provided",1
3853,G->A,"Familial cancer of breast, Hereditary cancer-predisposing syndrome, not provided",5
3854,G->A,"Familial cold urticaria, not provided",1
3855,G->A,Familial dilated cardiomyopathy,1
3856,G->A,Familial hemiplegic migraine type 2,4
3857,G->A,"Familial hemiplegic migraine, not provided",1
3858,G->A,Familial hypercholesterolemia,9
3859,G->A,Familial hypobetalipoproteinemia,4
3860,G->A,Familial hypocalciuric hypercalcemia,1
3861,G->A,"Familial partial lipodystrophy 2, not provided",3
3862,G->A,Familial partial lipodystrophy 3,1
3863,G->A,Familial porphyria cutanea tarda,2
3864,G->A,Fanconi anemia,2
3865,G->A,"Fanconi anemia, complementation group D2",1
3866,G->A,Fanconi-Bickel syndrome,4
3867,G->A,Feingold syndrome 1,4
3868,G->A,"Focal epilepsy, not provided",1
3869,G->A,Fontaine progeroid syndrome,1
3870,G->A,Frontonasal dysplasia 1,2
3871,G->A,"Frontotemporal Dementia, Chromosome 3-Linked",1
3872,G->A,Fucosidosis,4
3873,G->A,Fumarase deficiency,3
3874,G->A,"Fumarase deficiency, not provided",1
3875,G->A,GLUT1 deficiency syndrome 1,1
3876,G->A,"GLUT1 deficiency syndrome 1, autosomal recessive",1
3877,G->A,"GLUT1 deficiency syndrome 1, autosomal recessive, not provided",3
3878,G->A,"GLUT1 deficiency syndrome 1, not provided",2
3879,G->A,"GLUT1 deficiency syndrome 2, GLUT1 deficiency syndrome 1, autosomal recessive, not provided",2
3880,G->A,"GM1 gangliosidosis, Mucopolysaccharidosis, MPS-IV-B, Infantile GM1 gangliosidosis, GM1 gangliosidosis type 2, Gangliosidosis GM1 type 3",1
3881,G->A,"GM1 gangliosidosis, Mucopolysaccharidosis, MPS-IV-B, Infantile GM1 gangliosidosis, Gangliosidosis GM1 type 3, not provided",1
3882,G->A,"Gaucher disease, Acute neuronopathic Gaucher's disease, Subacute neuronopathic Gaucher's disease, Gaucher's disease, type 1, Parkinson disease, late-onset, not provided",1
3883,G->A,"Gaucher disease, Gaucher's disease, type 1",2
3884,G->A,"Gaucher's disease, type 1",6
3885,G->A,"Generalized epilepsy with febrile seizures plus, type 1, not provided",1
3886,G->A,"Generalized epilepsy with febrile seizures plus, type 2, Familial hemiplegic migraine type 3, Severe myoclonic epilepsy in infancy, Early infantile epileptic encephalopathy, not provided",1
3887,G->A,"Generalized epilepsy with febrile seizures plus, type 2, History of neurodevelopmental disorder, Severe myoclonic epilepsy in infancy, not provided",1
3888,G->A,"Generalized epilepsy with febrile seizures plus, type 2, Severe myoclonic epilepsy in infancy",1
3889,G->A,"Generalized epilepsy with febrile seizures plus, type 2, Severe myoclonic epilepsy in infancy, Early infantile epileptic encephalopathy, not provided",3
3890,G->A,"Generalized epilepsy with febrile seizures plus, type 2, Severe myoclonic epilepsy in infancy, not provided",1
3891,G->A,"Generalized epilepsy with febrile seizures plus, type 7, Hereditary sensory and autonomic neuropathy type IIA",1
3892,G->A,"Generalized epilepsy with febrile seizures plus, type 7, Hereditary sensory and autonomic neuropathy type IIA, not provided",1
3893,G->A,"Giant axonal neuropathy 2, autosomal dominant",1
3894,G->A,"Glaucoma 1, open angle, a, autosomal recessive",1
3895,G->A,"Glaucoma 3, primary congenital, A, not provided",1
3896,G->A,"Glutamine deficiency, congenital",2
3897,G->A,Glycine encephalopathy with normal serum glycine,2
3898,G->A,"Glycogen content in skeletal muscle, increased",1
3899,G->A,Glycogen storage disease IIIb,1
3900,G->A,Glycogen storage disease type III,2
3901,G->A,"Glycogen storage disease type III, Glycogen storage disease IIIa, not provided",1
3902,G->A,"Glycogen storage disease type III, Glycogen storage disease IIIb, not provided",1
3903,G->A,"Glycogen storage disease type III, not provided",1
3904,G->A,"Glycogen storage disease, type IV, Glycogen storage disease IV, classic hepatic, Glycogen storage disease IV, childhood neuromuscular, not provided",1
3905,G->A,Gonadotropin-independent familial sexual precocity,4
3906,G->A,Grange syndrome,2
3907,G->A,"Granulosa cell tumor of the ovary, Thecoma, somatic, Adrenocortical tumor, somatic",1
3908,G->A,Gray platelet syndrome,2
3909,G->A,Hajdu-Cheney syndrome,5
3910,G->A,"Hearing impairment, Deafness, autosomal recessive 9",1
3911,G->A,Hemochromatosis type 2A,1
3912,G->A,Hepatoerythropoietic porphyria,1
3913,G->A,Hereditary Paraganglioma-Pheochromocytoma Syndromes,2
3914,G->A,"Hereditary breast and ovarian cancer syndrome, Familial cancer of breast, Hereditary cancer-predisposing syndrome, Triple-Negative Breast Cancer Finding, not provided",1
3915,G->A,Hereditary cancer-predisposing syndrome,16
3916,G->A,"Hereditary cancer-predisposing syndrome, Carcinoma of colon, MYH-associated polyposis, B lymphoblastic leukemia lymphoma, no ICD-O subtype, not provided",1
3917,G->A,"Hereditary cancer-predisposing syndrome, Carcinoma of colon, MYH-associated polyposis, not provided",3
3918,G->A,"Hereditary cancer-predisposing syndrome, Hereditary Paraganglioma-Pheochromocytoma Syndromes",1
3919,G->A,"Hereditary cancer-predisposing syndrome, Lynch syndrome",9
3920,G->A,"Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome I",1
3921,G->A,"Hereditary cancer-predisposing syndrome, Lynch syndrome, not provided",5
3922,G->A,"Hereditary cancer-predisposing syndrome, MYH-associated polyposis",1
3923,G->A,"Hereditary cancer-predisposing syndrome, MYH-associated polyposis, MUTYH-associated polyposis, not provided",1
3924,G->A,"Hereditary cancer-predisposing syndrome, MYH-associated polyposis, not provided",3
3925,G->A,"Hereditary cancer-predisposing syndrome, Tumor susceptibility linked to germline BAP1 mutations",2
3926,G->A,"Hereditary cancer-predisposing syndrome, Turcot syndrome, Lynch syndrome",1
3927,G->A,"Hereditary cancer-predisposing syndrome, not provided",2
3928,G->A,"Hereditary coproporphyria, Coproporphyria",1
3929,G->A,Hereditary insensitivity to pain with anhidrosis,1
3930,G->A,Hereditary nonpolyposis colon cancer,1
3931,G->A,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome",1
3932,G->A,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome",3
3933,G->A,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome I",2
3934,G->A,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, Hereditary nonpolyposis colorectal cancer type 5, not specified, not provided",1
3935,G->A,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome I",1
3936,G->A,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome I, not provided",1
3937,G->A,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome II, not provided",4
3938,G->A,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome II, not specified, not provided",1
3939,G->A,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, not provided",6
3940,G->A,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, not specified",1
3941,G->A,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, not specified, not provided",1
3942,G->A,"Hereditary nonpolyposis colon cancer, Lynch syndrome",3
3943,G->A,"Hereditary nonpolyposis colon cancer, Lynch syndrome I",1
3944,G->A,"Hereditary nonpolyposis colon cancer, Lynch syndrome I, not provided",1
3945,G->A,"Hereditary nonpolyposis colon cancer, Lynch syndrome, Lynch syndrome II, not provided",1
3946,G->A,"Hereditary nonpolyposis colon cancer, not provided",2
3947,G->A,"Hereditary nonpolyposis colorectal cancer type 6, Loeys-Dietz syndrome 2, Loeys-Dietz syndrome, Thoracic aortic aneurysm and aortic dissection, not provided",1
3948,G->A,Hereditary pancreatitis,1
3949,G->A,"Hereditary pancreatitis, Pancreatitis, chronic, susceptibility to",1
3950,G->A,Hereditary pyropoikilocytosis,1
3951,G->A,"Hereditary pyropoikilocytosis, Elliptocytosis 2",1
3952,G->A,"Hereditary spastic paraplegia, Spastic paraplegia 30, autosomal recessive, Hereditary sensory and autonomic neuropathy type IIC, Mental retardation, autosomal dominant 9",1
3953,G->A,Hermansky-Pudlak syndrome 3,1
3954,G->A,"Hermansky-Pudlak syndrome 3, not provided",1
3955,G->A,"Heterotaxy, visceral, 2, autosomal",1
3956,G->A,"Heterotaxy, visceral, 4, autosomal",1
3957,G->A,"Hirschsprung disease, cardiac defects, and autonomic dysfunction",1
3958,G->A,History of neurodevelopmental disorder,1
3959,G->A,"History of neurodevelopmental disorder, Severe myoclonic epilepsy in infancy",1
3960,G->A,"History of neurodevelopmental disorder, Severe myoclonic epilepsy in infancy, Early infantile epileptic encephalopathy, not provided",2
3961,G->A,Holoprosencephaly 2,1
3962,G->A,Holoprosencephaly 9,2
3963,G->A,Homocysteinemia due to MTHFR deficiency,10
3964,G->A,Homocystinuria due to MTHFR deficiency,1
3965,G->A,Hutchinson-Gilford syndrome,1
3966,G->A,"Hutchinson-Gilford syndrome, Hutchinson-Gilford progeria syndrome, atypical",2
3967,G->A,"Hutchinson-Gilford syndrome, Hutchinson-Gilford progeria syndrome, atypical, not provided",1
3968,G->A,"Hutchinson-Gilford syndrome, Lethal tight skin contracture syndrome, not provided",1
3969,G->A,"Hutchinson-Gilford syndrome, not provided",2
3970,G->A,"Hypercholesterolemia, autosomal recessive",1
3971,G->A,Hypermanganesemia with dystonia 1,3
3972,G->A,"Hyperparathyroidism 1, Parathyroid adenoma, somatic, not provided",1
3973,G->A,Hyperparathyroidism 2,2
3974,G->A,"Hyperproreninemia, familial",1
3975,G->A,"Hypobetalipoproteinemia, familial, 1",1
3976,G->A,"Hypobetalipoproteinemia, normotriglyceridemic",1
3977,G->A,"Hypocalcemia, autosomal dominant 1",2
3978,G->A,"Hypocalcemia, autosomal dominant 1, Hypocalciuric hypercalcemia, familial, type 1, Neonatal severe hyperparathyroidism",1
